pos	5pC>T
1	0.100729927007299
2	0.0592592592592593
3	0.0453938584779706
4	0.0459770114942529
5	0.030188679245283
6	0.0573426573426573
7	0.0462833099579243
8	0.0377113133940182
9	0.0466760961810467
10	0.0444444444444444
11	0.038560411311054
12	0.0267229254571027
13	0.0425240054869684
14	0.0353741496598639
15	0.0563186813186813
16	0.0338235294117647
17	0.0311284046692607
18	0.0327868852459016
19	0.0290858725761773
20	0.0426409903713893
21	0.037292817679558
22	0.0274170274170274
23	0.0461329715061058
24	0.0312925170068027
25	0.0314735336194564
