"","Position","C.T","G.A"
"1",1,0.837706164814385,0
"2",2,0.7686871913239,0
"3",3,0.688622262392608,0
"4",4,0.606513356181372,0
"5",5,0.531090446273667,0
"6",6,0.467587988673791,0
"7",7,0.417446585890454,0
"8",8,0.379616413345229,0
"9",9,0.351959314836368,0
"10",10,0.332166515822574,0
"11",11,0.31820023971226,0
"12",12,0.30843334976746,0
"13",-12,0.30843334976746,0
"14",-11,0.31820023971226,0
"15",-10,0.332166515822574,0
"16",-9,0.351959314836368,0
"17",-8,0.379616413345229,0
"18",-7,0.417446585890454,0
"19",-6,0.467587988673791,0
"20",-5,0.531090446273667,0
"21",-4,0.606513356181372,0
"22",-3,0.688622262392608,0
"23",-2,0.7686871913239,0
"24",-1,0.837706164814385,0
