pos	5pC>T
1	0.264822134387352
2	0.140969162995595
3	0.0853080568720379
4	0.100418410041841
5	0.0566801619433198
6	0.0789473684210526
7	0.0590405904059041
8	0.0526315789473684
9	0.0349344978165939
10	0.0431034482758621
11	0.0357142857142857
12	0.037037037037037
13	0.0396825396825397
14	0.0549019607843137
15	0.048582995951417
16	0.0448979591836735
17	0.0466926070038911
18	0.04
19	0.04
20	0.0326530612244898
21	0.0133928571428571
22	0.0622222222222222
23	0.0513833992094862
24	0.0391304347826087
25	0.0224215246636771
