"","Position","C.T","G.A"
"1",1,0.753561979128117,0
"2",2,0.568890156662267,0
"3",3,0.401615653520921,0
"4",4,0.287760298470527,0
"5",5,0.220578690715087,0
"6",6,0.183200077175609,0
"7",7,0.162745315394756,0
"8",8,0.151511418988751,0
"9",9,0.145258663527431,0
"10",10,0.141714232352108,0
"11",11,0.139662947375901,0
"12",12,0.138449639959439,0
"13",-12,0,0.139160777796608
"14",-11,0,0.140379558394409
"15",-10,0,0.142439955195187
"16",-9,0,0.145999795351548
"17",-8,0,0.152278893464046
"18",-7,0,0.163557953381043
"19",-6,0,0.184089290368874
"20",-5,0,0.221592799713698
"21",-4,0,0.288958350074183
"22",-3,0,0.403018905504618
"23",-2,0,0.570352833950654
"24",-1,0,0.754714164014698
