"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.219094085680629,0.00845808394776322,0.272573858610564,0.739613896651391,0.279019785987754,-271.636742329231
"Std.",0.0230441899064801,0.00703215655373975,0.260835866265826,0.242846633981835,0.0475100969935855,1.4352317287229
"Acceptance ratio",0.26942,0.203,0.1816,0.19364,0.17594,0.68714
"0%",0.144038065619524,1.65946135453031e-06,8.78838102612023e-05,0.00103369028799648,0.144692764063315,-283.815006483153
"2.5%",0.176989143754328,0.000299907050582214,0.00417600306729429,0.131874562657476,0.195344562753872,-275.256277490477
"5%",0.182645494437275,0.000601728211835868,0.00939816659244794,0.226533255674463,0.207547762334626,-274.416906227169
"7.5%",0.186710023839193,0.000911802503862823,0.0147136119568164,0.297346840280238,0.214912034329119,-273.900478998229
"10%",0.190041364229249,0.00120561229513734,0.0211740658270871,0.365218462140509,0.220894099216972,-273.550782202905
"12.5%",0.192733425651753,0.00148748676061032,0.0284300523274939,0.412825176638923,0.225509755489395,-273.284149966849
"15%",0.195206656586501,0.00175310069899706,0.033264530433164,0.454346328456736,0.230829133475506,-273.049778883385
"17.5%",0.197395557887133,0.00201332256810395,0.0395808116111857,0.492694512882516,0.234684082419793,-272.847391009275
"20%",0.199587844742371,0.00233060748137872,0.0485037292854389,0.531863056337774,0.238889496426626,-272.66892298553
"22.5%",0.201415611560954,0.00266652019109982,0.0558162327205537,0.567421341058604,0.24251324151479,-272.514560412805
"25%",0.203306983373234,0.0029813771735957,0.0649632851616817,0.602813134549095,0.245506439720249,-272.372880598015
"27.5%",0.204881988607037,0.00329985132123573,0.0740311443445125,0.63320408712297,0.248772523354612,-272.234004663695
"30%",0.206337211467549,0.00363458669389871,0.0832773713344382,0.660343570977346,0.251870134979659,-272.104142959837
"32.5%",0.207886417648989,0.0039388630987961,0.0932396008851557,0.68661208349494,0.254981533599039,-271.988212989431
"35%",0.209565330715886,0.00426844084032091,0.101839046777902,0.709890800093272,0.257962569760822,-271.883160217101
"37.5%",0.210912765045116,0.00465868744095365,0.112050539925664,0.73123702685265,0.260735191734835,-271.78218514597
"40%",0.212544671637849,0.00502478380451327,0.121026398174139,0.75196653324147,0.263666263635062,-271.673575171536
"42.5%",0.213903663854125,0.00546302563400517,0.13260834506971,0.770301865008374,0.266050696849544,-271.575460206818
"45%",0.215266179141973,0.00579952369740815,0.146444530227776,0.790097408456022,0.268992122372828,-271.490034022486
"47.5%",0.216741335092761,0.00625449834333927,0.16076110520748,0.80318370031338,0.271582692836809,-271.405028723163
"50%",0.218030693012072,0.00676475033790175,0.178682417528361,0.821116016766143,0.274382793307169,-271.322605650407
"52.5%",0.219448835265262,0.00717203074313593,0.191960343868785,0.834858332398581,0.278150368004897,-271.238169545626
"55%",0.22100639479693,0.00769893107179523,0.211022930619108,0.848656618433999,0.281771656864338,-271.161792254619
"57.5%",0.222446982372205,0.00819665665516255,0.227908000690174,0.861684942636587,0.284545379119472,-271.086328462486
"60%",0.223939577770212,0.00862840199103983,0.25216291089014,0.876194091192221,0.287477770193462,-271.0145857616
"62.5%",0.225332596665,0.00914937364737294,0.275022323372878,0.88544458568978,0.290844978081003,-270.937266683567
"65%",0.226918427659891,0.00969687074094353,0.29629978648616,0.89558289751914,0.294691577643491,-270.864952796245
"67.5%",0.228743768755544,0.0102197410013571,0.323465648525264,0.907942210133659,0.297877113587093,-270.799399828235
"70%",0.230452588831257,0.0108562503234787,0.353198147510842,0.91827644760032,0.301502320089518,-270.721750245606
"72.5%",0.232365294799545,0.0114566774589824,0.382208851510307,0.926609678705821,0.305797090415214,-270.652192232958
"75%",0.234074851730793,0.012164347141077,0.422530237030593,0.937064562928817,0.309536512246456,-270.576740538051
"77.5%",0.236122419570409,0.0129758462987496,0.461410456614808,0.944901775057394,0.313499046886106,-270.507092860727
"80%",0.238286272271759,0.0138034672633294,0.497953994223605,0.953257867162386,0.317217916798274,-270.436822819159
"82.5%",0.240640439440072,0.0147149800639918,0.543113816852162,0.958660044884228,0.3230364841257,-270.363014512156
"85%",0.243102098226891,0.0157301784971643,0.593610730033528,0.965468135270737,0.328457821221559,-270.282647606067
"87.5%",0.246070525891562,0.016822569522737,0.643464224808046,0.971522850258027,0.33463890494748,-270.204273316336
"90%",0.249134902254823,0.0181363885924342,0.700399580916473,0.978287779481146,0.341222812583743,-270.119562333444
"92.5%",0.25348360769372,0.0198276529582396,0.766927467734661,0.984211511821383,0.350682965186448,-270.029581811617
"95%",0.258661231357409,0.0220799176651539,0.83536839458033,0.989474238424032,0.363039855024019,-269.933822327126
"97.5%",0.266724195726584,0.0260536269309506,0.910598937186278,0.994575697857702,0.38036061181361,-269.804501398861
"100%",0.313778625024329,0.060007199246595,0.999893307163392,0.999968070269128,0.554116432001509,-269.468571299791
