"","Position","C.T","G.A"
"1",1,0.360365792788118,0
"2",2,0.257712850648715,0
"3",3,0.215533342457796,0
"4",4,0.194213867806674,0
"5",5,0.181747014591867,0
"6",6,0.173711722119248,0
"7",7,0.168168439836743,0
"8",8,0.164148199828086,0
"9",9,0.16111966075669,0
"10",10,0.15877006175459,0
"11",11,0.156904239493272,0
"12",12,0.155394183759954,0
"13",-12,0.155394183759954,0
"14",-11,0.156904239493272,0
"15",-10,0.15877006175459,0
"16",-9,0.16111966075669,0
"17",-8,0.164148199828086,0
"18",-7,0.168168439836743,0
"19",-6,0.173711722119248,0
"20",-5,0.181747014591867,0
"21",-4,0.194213867806674,0
"22",-3,0.215533342457796,0
"23",-2,0.257712850648715,0
"24",-1,0.360365792788118,0
