pos	5pC>T
1	0.354860639021074
2	0.166149068322981
3	0.0873287671232877
4	0.0939759036144578
5	0.0698365527488856
6	0.0675213675213675
7	0.0423108218063466
8	0.0599221789883269
9	0.0444444444444444
10	0.0350740452065472
11	0.0388563049853372
12	0.0388349514563107
13	0.0334168755221387
14	0.0508833922261484
15	0.0368589743589744
16	0.0447284345047923
17	0.0517751479289941
18	0.0454545454545455
19	0.0423921271763815
20	0.050936329588015
21	0.0421393841166937
22	0.0391373801916933
23	0.0553477935676889
24	0.0470016207455429
25	0.0495426829268293
