pos	3pG>A
1	0.0294416243654822
2	0.0220228384991843
3	0.0148367952522255
4	0.0292153589315526
5	0.0195918367346939
6	0.0207532667179093
7	0.0271158586688578
8	0.0222222222222222
9	0.0272161741835148
10	0.0231362467866324
11	0.0202966432474629
12	0.0330082520630158
13	0.0278019113814075
14	0.020746887966805
15	0.0207532667179093
16	0.0210696920583468
17	0.0250403877221325
18	0.0335151987529228
19	0.0244698205546493
20	0.0202101859337106
21	0.0250569476082005
22	0.0139458572600492
23	0.016156462585034
24	0.0251141552511416
25	0.0315278900565885
