# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/out/PES001.B0101.SG1.3_5M.mapped_a_kilianii_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/input/GCF_963519225.1_ERR9968767_bin.6_MetaWRAP_v1.3_MAG_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	68	6
+	81	4
+	55	16
+	60	18
+	42	33
+	71	13
+	51	28
+	33	29
+	36	32
+	64	10
+	46	27
+	63	9
+	32	27
+	48	30
+	44	47
+	38	44
+	45	42
+	37	30
+	65	11
+	30	28
+	39	35
+	58	11
+	41	33
+	73	6
+	76	14
+	47	16
+	35	19
+	34	33
+	78	6
+	31	28
+	40	41
+	95	2
+	53	19
+	43	32
+	61	12
+	82	5
+	67	11
+	52	15
+	57	17
+	49	22
+	77	10
+	59	11
+	89	4
+	66	11
+	91	3
+	56	17
+	100	1
+	75	8
+	50	20
+	113	1
+	108	2
+	54	12
+	62	8
+	106	1
+	74	8
+	69	8
+	79	8
+	105	1
+	135	1
+	93	1
+	99	1
+	98	1
+	94	4
+	72	3
+	139	1
+	70	5
+	80	4
+	83	2
+	85	1
+	84	4
+	120	1
+	131	1
+	87	4
+	101	1
+	114	1
+	88	1
+	86	5
+	97	1
+	102	2
+	92	1
+	118	1
+	111	1
+	132	1
-	45	26
-	32	30
-	106	1
-	40	32
-	39	28
-	84	6
-	41	32
-	43	37
-	76	26
-	61	14
-	35	41
-	51	15
-	75	8
-	37	33
-	36	24
-	66	8
-	52	21
-	50	27
-	46	41
-	38	44
-	58	16
-	69	12
-	57	10
-	88	2
-	42	38
-	67	12
-	59	10
-	54	21
-	49	37
-	55	20
-	44	26
-	48	28
-	31	34
-	34	33
-	56	18
-	53	17
-	85	5
-	74	10
-	33	29
-	64	9
-	82	4
-	65	11
-	30	34
-	60	11
-	68	7
-	62	11
-	47	27
-	138	1
-	105	1
-	79	4
-	96	4
-	86	5
-	108	1
-	101	1
-	80	6
-	70	11
-	71	6
-	72	7
-	89	6
-	63	5
-	141	2
-	97	3
-	77	5
-	83	2
-	104	2
-	118	1
-	94	5
-	100	2
-	116	1
-	112	1
-	126	2
-	81	1
-	73	4
-	78	6
-	103	1
-	109	1
-	98	1
-	95	2
-	99	2
-	117	1
-	115	1
-	107	1
-	87	1
