"","Position","C.T","G.A"
"1",1,0.955968386293518,0.583943579386587
"2",2,0.938916999835275,0.607426366017097
"3",3,0.917001825094981,0.600220788956236
"4",4,0.889027503365126,0.593651174354924
"5",5,0.852276593276559,0.605781231552886
"6",6,0.807988985720117,0.61121405805572
"7",7,0.765802308238811,0.58892069616729
"8",8,0.731200112037016,0.549678110066411
"9",9,0.702361120581796,0.510522086685502
"10",10,0.672800511465172,0.491637391525728
"11",11,0.65315501962565,0.465577369473255
"12",12,0.645280839348634,0.426501613108765
"13",-12,0.45138226187501,0.636851923608066
"14",-11,0.478959378164189,0.648886653617358
"15",-10,0.498161882371301,0.671582202243874
"16",-9,0.523680610746554,0.698819645854752
"17",-8,0.545817429616329,0.733992532511219
"18",-7,0.546417382532921,0.779001792013126
"19",-6,0.554748722700117,0.820568474658954
"20",-5,0.582716752152175,0.856480362260821
"21",-4,0.617069016727813,0.888220172267854
"22",-3,0.638529164855926,0.916017331775705
"23",-2,0.625644441874742,0.939135038315183
"24",-1,0.562585643585547,0.956710768091342
