# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_ssLibs/input/VLD001.A0102.SG1.2_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	30	6771
+	60	454
+	42	2795
+	38	3461
+	37	3734
+	44	2336
+	73	151
+	54	829
+	34	4911
+	32	5791
+	43	2591
+	50	1262
+	41	2692
+	36	3997
+	35	4602
+	46	1826
+	31	6381
+	47	1773
+	65	329
+	33	5272
+	67	268
+	45	2116
+	55	783
+	39	2978
+	82	72
+	40	2836
+	77	109
+	61	450
+	53	916
+	52	998
+	85	56
+	86	49
+	51	1120
+	57	559
+	48	1478
+	59	497
+	63	295
+	110	4
+	68	236
+	70	228
+	58	568
+	49	1398
+	87	35
+	78	90
+	64	354
+	80	84
+	83	55
+	76	165
+	72	157
+	56	687
+	66	264
+	79	83
+	69	239
+	96	22
+	92	25
+	62	376
+	75	148
+	29	37
+	98	28
+	74	170
+	81	79
+	97	24
+	71	195
+	93	26
+	91	35
+	101	21
+	119	6
+	122	6
+	89	43
+	108	13
+	84	61
+	88	46
+	95	22
+	116	6
+	140	2
+	94	34
+	28	9
+	115	5
+	102	14
+	100	17
+	134	4
+	136	3
+	90	33
+	104	12
+	112	7
+	99	21
+	105	12
+	135	3
+	113	6
+	106	12
+	127	5
+	103	10
+	123	6
+	111	7
+	130	2
+	128	4
+	27	3
+	107	13
+	120	4
+	139	1
+	125	2
+	114	5
+	117	3
+	126	1
+	129	2
+	121	3
+	131	4
+	138	2
+	109	7
+	118	4
+	132	1
-	57	601
-	34	5129
-	30	6494
-	39	2997
-	38	3522
-	47	1775
-	59	526
-	35	4726
-	72	169
-	37	3890
-	62	365
-	40	2870
-	53	887
-	65	309
-	33	5334
-	55	782
-	45	2008
-	68	246
-	43	2477
-	63	327
-	32	5825
-	36	4228
-	56	697
-	31	6376
-	48	1482
-	41	2634
-	44	2344
-	58	551
-	51	1130
-	46	1844
-	49	1358
-	42	2758
-	50	1287
-	81	63
-	54	841
-	64	388
-	52	1004
-	60	473
-	84	53
-	66	287
-	71	201
-	76	161
-	95	20
-	78	96
-	85	51
-	87	36
-	69	210
-	103	19
-	61	444
-	89	37
-	73	148
-	104	14
-	67	271
-	115	4
-	75	112
-	83	66
-	74	158
-	102	9
-	80	65
-	86	48
-	114	6
-	77	104
-	92	26
-	91	39
-	70	196
-	79	91
-	29	44
-	105	10
-	90	32
-	108	14
-	94	28
-	107	10
-	109	8
-	88	36
-	135	2
-	113	8
-	82	53
-	98	22
-	118	10
-	106	14
-	96	24
-	126	6
-	139	3
-	101	17
-	137	3
-	134	5
-	100	17
-	117	4
-	93	36
-	110	9
-	97	29
-	111	5
-	124	4
-	112	6
-	121	6
-	116	7
-	99	19
-	136	2
-	133	2
-	130	2
-	122	5
-	125	4
-	138	1
-	141	1
-	127	4
-	120	1
-	28	5
-	123	1
-	145	1
-	132	2
-	119	2
-	27	1
-	129	1
-	128	1
