pos	5pC>T
1	0.220714358518864
2	0.0938086029067042
3	0.0432027165599207
4	0.0454370684899447
5	0.035265075819913
6	0.0362560441286854
7	0.0300065659881812
8	0.0314650003155968
9	0.0326672901964119
10	0.0281393536405392
11	0.028425798862968
12	0.0284883036510099
13	0.0300311946716128
14	0.0300907992190647
15	0.0308112850971922
16	0.0325313737333065
17	0.0316240898432679
18	0.0327386985607136
19	0.0314843081671335
20	0.0313487801135492
21	0.0297624052058987
22	0.0309255874016804
23	0.0324179420840996
24	0.0321134290983537
25	0.0336874968528123
