pos	3pG>A
1	0.0167276637098608
2	0.014748892038828
3	0.0134448160535117
4	0.0147478070175439
5	0.0136698778321942
6	0.0129543120299506
7	0.0123569626731986
8	0.0128029832193909
9	0.0125623590233301
10	0.0110615553431737
11	0.0121366523362171
12	0.012903013446125
13	0.0122688571982584
14	0.0119010497869244
15	0.0120649804107995
16	0.0108472899441736
17	0.0123719987418306
18	0.0117180457905174
19	0.010705886482502
20	0.0117260870328436
21	0.0125541125541126
22	0.0114301992273043
23	0.0122263887677684
24	0.0122806730659166
25	0.0120049918267625
