pos	3pG>A
1	0.369679300291545
2	0.264541832669323
3	0.149881516587678
4	0.124627310673822
5	0.105495893872394
6	0.0938242280285036
7	0.0666259168704156
8	0.07981220657277
9	0.0576009501187648
10	0.0707126948775056
11	0.0623052959501558
12	0.0542205791743685
13	0.0551724137931034
14	0.057209573847052
15	0.0487225193107546
16	0.0470035252643948
17	0.0497041420118343
18	0.0553571428571429
19	0.0369540873460246
20	0.047277079593058
21	0.0328054298642534
22	0.043725156161272
23	0.0417661097852029
24	0.0416422287390029
25	0.0453020134228188
