pos	5pC>T
1	0.359147025813692
2	0.217113665389527
3	0.122591943957968
4	0.127586206896552
5	0.0937873357228196
6	0.0845410628019324
7	0.0801152737752161
8	0.0680693069306931
9	0.0510510510510511
10	0.0605042016806723
11	0.057910447761194
12	0.0538555691554468
13	0.0452069716775599
14	0.0503256364712848
15	0.0420991926182238
16	0.0542679479932165
17	0.0568312284730195
18	0.0440917107583774
19	0.0448863636363636
20	0.0465801886792453
21	0.0380047505938242
22	0.0389461626575029
23	0.0516647531572905
24	0.04169079328315
25	0.0454035874439462
