"","Position","C.T","G.A"
"1",1,0.258822668187475,0
"2",2,0.141062800432298,0
"3",3,0.101851345473513,0
"4",4,0.0844603434332029,0
"5",5,0.0750667293726192,0
"6",6,0.0693071367490822,0
"7",7,0.0654685351058597,0
"8",8,0.062759106784891,0
"9",9,0.0607647763576026,0
"10",10,0.059248461989344,0
"11",11,0.0580651563793053,0
"12",12,0.0571216585829154,0
"13",-12,0,0.0572981410136502
"14",-11,0,0.0582434069879926
"15",-10,0,0.0594289257559874
"16",-9,0,0.0609480661732559
"17",-8,0,0.0629460944305142
"18",-7,0,0.0656605129481495
"19",-6,0,0.0695061351802722
"20",-5,0,0.0752762178128114
"21",-4,0,0.0846869764391924
"22",-3,0,0.102109864806698
"23",-2,0,0.141391953854159
"24",-1,0,0.259333295323587
