# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/mapDamage2_dsLibs/input/BAN001.A0101.SG1.1_5M.mapped_a_dentalis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/actinomyces_dentalis/input/GCF_000429225.1_ASM42922v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	44	7
+	32	9
+	70	1
+	50	3
+	42	9
+	72	1
+	51	1
+	43	2
+	34	4
+	62	1
+	49	4
+	38	3
+	39	1
+	47	3
+	46	3
+	37	3
+	31	5
+	36	4
+	65	1
+	35	10
+	33	5
+	54	1
+	30	4
+	63	1
+	52	2
+	48	1
+	53	1
+	85	1
+	66	1
+	45	1
+	40	2
+	41	1
+	69	1
+	68	1
-	55	2
-	42	7
-	49	5
-	50	3
-	43	6
-	40	4
-	45	2
-	38	2
-	36	9
-	31	10
-	44	2
-	60	1
-	47	3
-	32	12
-	30	6
-	34	5
-	39	2
-	52	1
-	41	3
-	75	2
-	61	1
-	37	3
-	46	1
-	33	2
-	35	3
-	48	3
-	51	1
-	54	1
-	79	1
-	58	1
-	62	1
