pos	3pG>A
1	0.0434782608695652
2	0.0240963855421687
3	0.0533333333333333
4	0.0555555555555556
5	0.0140845070422535
6	0.0422535211267606
7	0.0819672131147541
8	0.0161290322580645
9	0.0153846153846154
10	0.0181818181818182
11	0.0555555555555556
12	0.015625
13	0.0615384615384615
14	0.0294117647058824
15	0.0579710144927536
16	0.0161290322580645
17	0.0344827586206897
18	0
19	0.0149253731343284
20	0
21	0.0410958904109589
22	0.0303030303030303
23	0
24	0.0166666666666667
25	0
