"","Position","C.T","G.A"
"1",1,0.567976130939148,0
"2",2,0.461410259427535,0
"3",3,0.412004311063754,0
"4",4,0.386523873901694,0
"5",5,0.371724751400731,0
"6",6,0.362279262777369,0
"7",7,0.355827741980805,0
"8",8,0.351195264317664,0
"9",9,0.347734852440551,0
"10",10,0.345064636651801,0
"11",11,0.342947819897622,0
"12",12,0.341231507893599,0
"13",-12,0.341231507893599,0
"14",-11,0.342947819897622,0
"15",-10,0.345064636651801,0
"16",-9,0.347734852440551,0
"17",-8,0.351195264317664,0
"18",-7,0.355827741980805,0
"19",-6,0.362279262777369,0
"20",-5,0.371724751400731,0
"21",-4,0.386523873901694,0
"22",-3,0.412004311063754,0
"23",-2,0.461410259427535,0
"24",-1,0.567976130939148,0
