pos	5pC>T
1	0.269230769230769
2	0.12972972972973
3	0.0893854748603352
4	0.0941176470588235
5	0.11340206185567
6	0.0932642487046632
7	0.0653266331658292
8	0.0578947368421053
9	0.046875
10	0.0666666666666667
11	0.0663507109004739
12	0.0357142857142857
13	0.0585365853658537
14	0.0454545454545455
15	0.0148514851485149
16	0.0428571428571429
17	0.0467289719626168
18	0.0544554455445545
19	0.0277777777777778
20	0.033175355450237
21	0.0317460317460317
22	0.0216216216216216
23	0.02
24	0.0355329949238579
25	0.0157894736842105
