pos	3pG>A
1	0.270531400966184
2	0.225988700564972
3	0.129943502824859
4	0.11864406779661
5	0.0646551724137931
6	0.085427135678392
7	0.0673076923076923
8	0.0414746543778802
9	0.05
10	0.0310880829015544
11	0.0432692307692308
12	0.0414507772020725
13	0.0802139037433155
14	0.0338164251207729
15	0.0209424083769634
16	0.0392156862745098
17	0.0373831775700935
18	0.0235849056603774
19	0.0166666666666667
20	0.0308370044052863
21	0.0552763819095477
22	0.0099009900990099
23	0.0424528301886792
24	0.0533980582524272
25	0.0140845070422535
