pos	5pC>T
1	0.0130718954248366
2	0.0318471337579618
3	0.015748031496063
4	0.0296296296296296
5	0.0476190476190476
6	0.0353982300884956
7	0.0178571428571429
8	0.0533333333333333
9	0.0608695652173913
10	0.047244094488189
11	0.0518518518518519
12	0.0307692307692308
13	0.0540540540540541
14	0.00704225352112676
15	0.040983606557377
16	0.0158730158730159
17	0.03125
18	0.0142857142857143
19	0.00740740740740741
20	0.0220588235294118
21	0.0542635658914729
22	0.0384615384615385
23	0.0536912751677852
24	0.015748031496063
25	0.0357142857142857
