# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_ssLibs/input/PES001.B0102.SG1.5_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	38	667
+	55	432
+	49	538
+	56	408
+	53	508
+	75	313
+	43	679
+	37	698
+	33	770
+	45	610
+	70	249
+	71	250
+	66	298
+	59	398
+	89	123
+	32	777
+	92	97
+	58	391
+	42	652
+	30	707
+	35	725
+	46	573
+	76	1206
+	48	588
+	68	265
+	40	641
+	44	630
+	64	333
+	65	307
+	80	167
+	77	217
+	31	787
+	110	58
+	36	758
+	119	48
+	114	40
+	39	639
+	63	299
+	105	80
+	34	721
+	88	136
+	118	41
+	91	145
+	97	92
+	41	646
+	50	528
+	84	146
+	60	350
+	78	184
+	47	609
+	69	277
+	52	469
+	54	432
+	132	32
+	90	125
+	96	80
+	51	483
+	104	78
+	127	32
+	99	69
+	117	54
+	61	373
+	74	241
+	73	326
+	125	42
+	72	274
+	87	130
+	83	150
+	79	158
+	95	96
+	67	272
+	86	125
+	137	14
+	102	78
+	124	39
+	100	85
+	57	388
+	98	96
+	108	54
+	62	314
+	85	124
+	123	42
+	106	73
+	101	98
+	116	50
+	130	36
+	82	177
+	120	38
+	112	45
+	113	49
+	81	172
+	126	38
+	128	34
+	93	112
+	94	108
+	109	70
+	134	25
+	141	11
+	115	48
+	111	62
+	135	21
+	103	79
+	107	69
+	129	28
+	122	29
+	138	24
+	131	20
+	133	28
+	136	29
+	121	33
+	139	21
+	140	17
+	29	5
-	115	36
-	49	543
-	41	614
-	43	620
-	30	778
-	47	578
-	67	276
-	96	111
-	58	365
-	31	773
-	76	1213
-	73	337
-	44	638
-	40	673
-	56	414
-	33	696
-	86	144
-	72	278
-	51	489
-	64	332
-	38	740
-	71	250
-	39	645
-	59	375
-	80	194
-	52	491
-	65	314
-	62	356
-	57	401
-	46	575
-	35	759
-	111	55
-	34	757
-	81	182
-	37	668
-	48	543
-	113	52
-	45	593
-	95	93
-	112	50
-	84	131
-	131	29
-	60	333
-	134	23
-	123	31
-	55	423
-	118	39
-	108	60
-	32	799
-	92	99
-	141	16
-	36	746
-	61	339
-	50	470
-	93	123
-	116	57
-	91	130
-	90	123
-	104	72
-	77	220
-	82	176
-	140	21
-	75	291
-	87	106
-	53	481
-	100	78
-	69	266
-	88	132
-	70	237
-	42	592
-	68	297
-	74	226
-	117	40
-	85	132
-	122	45
-	121	38
-	63	320
-	129	31
-	98	90
-	54	435
-	132	29
-	83	149
-	103	77
-	101	76
-	79	174
-	78	154
-	102	77
-	97	110
-	66	268
-	110	63
-	126	22
-	114	52
-	133	25
-	127	44
-	130	36
-	135	19
-	106	79
-	94	99
-	105	85
-	125	37
-	107	45
-	120	36
-	99	78
-	124	45
-	89	130
-	128	26
-	137	16
-	136	18
-	119	36
-	109	57
-	138	12
-	139	17
-	142	1
-	28	1
-	27	1
