pos	3pG>A
1	0.2885872297637
2	0.230006199628022
3	0.167464114832536
4	0.147304057809894
5	0.128500823723229
6	0.103131749460043
7	0.0942688805570434
8	0.0873684210526316
9	0.0723140495867769
10	0.0643689812468322
11	0.0604026845637584
12	0.0593952483801296
13	0.0536708860759494
14	0.0553018772196854
15	0.0447609359104781
16	0.0390745501285347
17	0.0522648083623693
18	0.047112462006079
19	0.0372763419483101
20	0.0370560988162635
21	0.04067617538299
22	0.0358255451713396
23	0.0378787878787879
24	0.0393407761828814
25	0.0345337937839171
