pos	5pC>T
1	0.277155382367267
2	0.213869463869464
3	0.148717948717949
4	0.132457580733443
5	0.125954198473282
6	0.102108768035516
7	0.101595744680851
8	0.0824524312896406
9	0.0854379365932294
10	0.0736258194654564
11	0.062821833161689
12	0.0498442367601246
13	0.0566514921598381
14	0.0515088449531738
15	0.0478978179882916
16	0.0382068262862965
17	0.0445765230312036
18	0.0397281756403555
19	0.0349794238683128
20	0.0321463897131553
21	0.0305102577590742
22	0.0349140177175612
23	0.0419507079181961
24	0.0368809272918862
25	0.039054470709147
