"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0790955023037949,0.0256145788333931,0.991218802426906,0.243815231171012,0.264537521672773,-633.615166076749
"Std.",0.00359375109285172,0.00944481054515766,0.00837553740557129,0.0154601402092142,0.0177409848572503,1.6887713334116
"Acceptance ratio",0.16556,0.16012,0.18488,0.25176,0.24976,0.67696
"0%",0.0653724460976778,3.92755798725422e-05,0.919781850193423,0.19357302649561,0.209648191336471,-647.195251756017
"2.5%",0.0723340255681207,0.00607354798638512,0.969690777636315,0.21404562358225,0.231024934387206,-637.667713396976
"5%",0.0733005754609212,0.00911989547332623,0.974871218145769,0.21835354794502,0.235732812622585,-636.761890648089
"7.5%",0.0739850749066926,0.0110666212470355,0.977977251530705,0.221346856896547,0.239194082547323,-636.243815356832
"10%",0.0745237004839776,0.0129892113396911,0.980182415744735,0.22358413202421,0.24207293432517,-635.868587170277
"12.5%",0.0750152065978355,0.0144655856924311,0.981966712258074,0.22548086383455,0.244193881385504,-635.537098060034
"15%",0.0754446874306561,0.0154846091720128,0.983475952645534,0.22732134129972,0.24610171750821,-635.276941443777
"17.5%",0.0757716990868678,0.016460929783663,0.984734194954528,0.228884878553964,0.247797693762594,-635.053718201808
"20%",0.0761039497643728,0.0174748736942244,0.985830321818583,0.230351927560826,0.249435194694066,-634.851462679237
"22.5%",0.0763763820156037,0.018554287076104,0.986818110131949,0.231802648883803,0.250836801544811,-634.664051769247
"25%",0.0766240477815755,0.019332921413654,0.987554474442641,0.233036893947495,0.252404741119218,-634.502806027597
"27.5%",0.0768956739826449,0.0202241852116203,0.988351660844883,0.234298929724096,0.253780524942286,-634.361071011599
"30%",0.0771473283155183,0.0209972582563184,0.989089378864023,0.235543462111285,0.25510813027728,-634.229970892666
"32.5%",0.0774130252218804,0.021727427313553,0.989924830899932,0.236673186270661,0.256228625532192,-634.101409158124
"35%",0.0776676111400385,0.0223902512558491,0.990577994909156,0.237956803539159,0.257500859893016,-633.982204915982
"37.5%",0.077870784866962,0.0230446558970824,0.991133186217695,0.239047679778829,0.258686000062936,-633.869349011699
"40%",0.0780840145653512,0.0235652621780553,0.991650301328222,0.240088044938477,0.259781216261802,-633.752617690149
"42.5%",0.0783021512074797,0.0241649943010249,0.992177177494356,0.241098026963092,0.260811666680424,-633.643813326219
"45%",0.078511363028861,0.0248333566739844,0.992611324637535,0.242176505309973,0.261946225531858,-633.531820351238
"47.5%",0.0787722451180915,0.0254382505764597,0.993121792860967,0.243128685029439,0.263046368603225,-633.42614283025
"50%",0.0789908126973025,0.0260100487075091,0.993586519423947,0.244112623449609,0.26429513185982,-633.327643820734
"52.5%",0.0792349572993133,0.026682132070321,0.994037686517004,0.245061863626185,0.265326187446378,-633.229120063124
"55%",0.0794606580981187,0.0272777687927215,0.994533170237425,0.246133824977562,0.266495595620813,-633.125905893744
"57.5%",0.0796814691439348,0.0277826369830397,0.994888469483039,0.247088433865653,0.267598637198793,-633.029173195616
"60%",0.0799155606453337,0.0284178378965881,0.995267719536279,0.2480298093463,0.268833324219353,-632.93617944196
"62.5%",0.0801763906719589,0.0291353286648969,0.995650272495685,0.248925905506509,0.269957865511695,-632.83987720724
"65%",0.080422909637381,0.0297410467070701,0.996052742997668,0.249915856580031,0.271038881903388,-632.748734495295
"67.5%",0.0806677029182681,0.0302383364327915,0.996384998750594,0.250892720475685,0.272314702541172,-632.65321942618
"70%",0.0809484001867542,0.0307709594735913,0.996709171599033,0.251867672819651,0.273448342559899,-632.55699511463
"72.5%",0.0811962166602072,0.0314427522375207,0.997036734600461,0.252935839145236,0.274884040039422,-632.468671163488
"75%",0.0815216757335729,0.032139959788693,0.997338135128421,0.254046114337995,0.276175398903165,-632.370071722709
"77.5%",0.0818185688395251,0.0328775392706542,0.997648055812547,0.255329480152144,0.277666960071558,-632.276120233097
"80%",0.0821181335909206,0.0336442804222487,0.99797272706388,0.256683791083867,0.279146148574576,-632.179460011076
"82.5%",0.0824649119458192,0.0345050606642716,0.99826394345103,0.258061938705916,0.280767040576493,-632.076341843438
"85%",0.0828832738898733,0.0353270569719541,0.998459917910995,0.259442559155995,0.282635026152164,-631.974591873144
"87.5%",0.0832614517943008,0.0363758052561474,0.998745708948479,0.261280806897653,0.284745007525855,-631.869570053419
"90%",0.0837479569443144,0.037419812411693,0.999006899312226,0.263567733855515,0.287168742322675,-631.74113201929
"92.5%",0.0843831621328079,0.0388647213066689,0.999294408559771,0.266198017806735,0.290141172227595,-631.619852412317
"95%",0.0852303529129787,0.0406142223312034,0.99951439914288,0.269017072893178,0.294629691272736,-631.46252463434
"97.5%",0.0863166310497198,0.0430808381824888,0.999763081783274,0.27467354519982,0.300963479193658,-631.252270144362
"100%",0.0929904226666936,0.0618055376463,0.99999849853179,0.31278913236289,0.341732379772084,-630.721364073666
