pos	3pG>A
1	0.4525
2	0.334437086092715
3	0.217522658610272
4	0.166666666666667
5	0.143292682926829
6	0.123595505617978
7	0.0850439882697947
8	0.077319587628866
9	0.069164265129683
10	0.0557029177718833
11	0.0636604774535809
12	0.0448179271708683
13	0.05249343832021
14	0.0378378378378378
15	0.0431266846361186
16	0.0242587601078167
17	0.0266666666666667
18	0.0480769230769231
19	0.0236842105263158
20	0.0277777777777778
21	0.0338983050847458
22	0.0432432432432432
23	0.0397727272727273
24	0.0330578512396694
25	0.0303867403314917
