pos	5pC>T
1	0.506459948320413
2	0.275862068965517
3	0.169230769230769
4	0.142857142857143
5	0.112994350282486
6	0.129032258064516
7	0.0966057441253264
8	0.0716253443526171
9	0.0716253443526171
10	0.0600522193211488
11	0.0335195530726257
12	0.0553935860058309
13	0.053475935828877
14	0.0470588235294118
15	0.0509915014164306
16	0.0390625
17	0.0377358490566038
18	0.0317919075144509
19	0.0269607843137255
20	0.0520833333333333
21	0.0279329608938547
22	0.0361111111111111
23	0.038961038961039
24	0.0342857142857143
25	0.0280112044817927
