# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/out/FUM002.A0101.SG1.1_5M.mapped_a_kilianii_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/aggregatibacter_kilianii/input/GCF_963519225.1_ERR9968767_bin.6_MetaWRAP_v1.3_MAG_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	35	45
+	42	29
+	45	35
+	41	29
+	30	54
+	36	38
+	50	13
+	53	17
+	65	1
+	34	52
+	47	15
+	31	65
+	46	19
+	38	36
+	32	50
+	43	36
+	66	3
+	58	8
+	37	47
+	39	32
+	51	13
+	52	11
+	33	48
+	44	20
+	48	16
+	56	4
+	40	33
+	68	3
+	60	5
+	63	3
+	59	5
+	72	3
+	69	3
+	84	1
+	55	5
+	64	3
+	49	18
+	61	3
+	54	6
+	62	3
+	81	2
+	75	4
+	74	1
+	80	1
+	77	1
+	67	3
+	70	1
+	57	3
+	118	1
+	76	1
+	78	1
+	79	1
+	73	1
+	86	1
+	94	1
-	39	18
-	32	49
-	73	2
-	31	58
-	38	39
-	33	47
-	40	34
-	34	46
-	35	48
-	57	7
-	59	8
-	30	46
-	45	22
-	51	13
-	44	30
-	42	30
-	41	33
-	36	30
-	50	17
-	70	2
-	37	35
-	55	9
-	63	4
-	49	15
-	48	16
-	53	10
-	75	4
-	83	1
-	66	3
-	67	3
-	60	3
-	47	21
-	46	19
-	56	4
-	84	2
-	43	30
-	54	8
-	62	5
-	52	8
-	72	2
-	69	1
-	64	2
-	65	1
-	71	1
-	103	1
-	58	4
-	74	1
-	106	1
-	92	2
-	68	1
-	77	1
