"","Position","C.T","G.A"
"1",1,0.873205818801671,0.239232485082872
"2",2,0.797240486662902,0.264522257624359
"3",3,0.691965160273748,0.237426551387384
"4",4,0.562166267454437,0.193907474830462
"5",5,0.422644161064453,0.150239868526704
"6",6,0.29275843558985,0.113472015969891
"7",7,0.188963899467815,0.0828188178927758
"8",8,0.116430803256374,0.0576716033645973
"9",9,0.0704184986405878,0.0380490088926401
"10",10,0.0424161722053579,0.0241250497343538
"11",11,0.0256781057609493,0.0148483392505136
"12",12,0.0157843739730224,0.00886653035219335
"13",-12,0.00881710234292987,0.0158396408452376
"14",-11,0.014209929266764,0.0263124110821609
"15",-10,0.0227881252616433,0.0437179908537848
"16",-9,0.0357550428938681,0.0725818889582303
"17",-8,0.0526535369213048,0.12085254357493
"18",-7,0.0748308097049217,0.195201103359809
"19",-6,0.105549949951789,0.297857357713338
"20",-5,0.142705953570914,0.426246219101856
"21",-4,0.181277145675318,0.565992977491548
"22",-3,0.216926787399572,0.695360758306336
"23",-2,0.237278724722258,0.799355228976865
"24",-1,0.207228367160888,0.874152358021038
