# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/out/PES001.B0101.SG1.3_5M.mapped_l_mirabilis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/input/GCF_900637555.1_51726_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	53	228
+	57	185
+	55	207
+	38	389
+	30	354
+	41	394
+	43	464
+	45	384
+	82	34
+	33	430
+	39	417
+	75	69
+	34	462
+	61	148
+	51	272
+	64	135
+	71	88
+	123	4
+	67	107
+	46	396
+	48	353
+	52	250
+	32	404
+	78	55
+	73	91
+	54	237
+	42	450
+	62	111
+	35	484
+	37	456
+	105	16
+	49	325
+	50	290
+	31	435
+	60	140
+	81	43
+	36	463
+	68	106
+	69	82
+	77	48
+	47	358
+	58	170
+	44	427
+	83	37
+	85	44
+	56	196
+	59	137
+	95	18
+	40	406
+	66	122
+	76	156
+	90	35
+	65	111
+	96	20
+	92	33
+	84	29
+	87	25
+	106	9
+	112	8
+	72	75
+	93	20
+	113	3
+	74	64
+	63	124
+	99	18
+	80	47
+	88	27
+	117	10
+	121	6
+	70	89
+	126	8
+	86	23
+	107	11
+	100	18
+	109	5
+	79	51
+	98	20
+	91	12
+	89	20
+	94	28
+	120	7
+	97	18
+	102	17
+	125	5
+	101	13
+	104	10
+	133	3
+	111	7
+	103	8
+	114	6
+	119	7
+	108	7
+	122	3
+	116	4
+	118	4
+	129	3
+	137	2
+	134	3
+	131	5
+	115	2
+	128	4
+	140	2
+	110	5
+	124	4
+	132	1
+	29	1
+	135	1
+	130	1
-	37	467
-	44	408
-	52	238
-	41	363
-	58	185
-	61	135
-	39	422
-	47	372
-	32	408
-	49	311
-	40	419
-	45	422
-	36	459
-	35	481
-	50	293
-	48	336
-	43	423
-	38	427
-	34	466
-	42	461
-	51	260
-	31	415
-	66	145
-	46	394
-	102	13
-	33	453
-	63	117
-	71	109
-	75	73
-	114	7
-	56	198
-	68	102
-	53	226
-	116	5
-	74	72
-	54	222
-	84	30
-	57	170
-	64	164
-	76	150
-	59	163
-	91	26
-	62	101
-	67	109
-	30	409
-	122	4
-	77	47
-	60	130
-	72	85
-	125	8
-	78	63
-	92	23
-	90	46
-	81	39
-	82	31
-	86	28
-	55	209
-	79	53
-	126	3
-	80	30
-	73	70
-	100	13
-	127	5
-	115	6
-	83	40
-	106	13
-	65	123
-	105	8
-	113	10
-	136	3
-	107	9
-	95	14
-	70	98
-	69	94
-	104	9
-	94	25
-	87	25
-	93	24
-	96	20
-	137	2
-	103	7
-	85	35
-	88	28
-	89	15
-	110	12
-	98	8
-	101	15
-	111	8
-	118	3
-	97	14
-	119	3
-	29	3
-	124	4
-	135	2
-	99	13
-	117	4
-	112	7
-	141	2
-	109	7
-	131	5
-	108	4
-	140	1
-	128	2
-	121	5
-	123	1
-	132	2
-	138	1
-	133	2
-	120	6
-	130	2
-	129	1
