"","Position","C.T","G.A"
"1",1,0.925794063739012,0.408840517514922
"2",2,0.8951759238711,0.438289705639925
"3",3,0.856748307113918,0.426846708497817
"4",4,0.812116707947097,0.395274734845486
"5",5,0.763479640222502,0.362599653795424
"6",6,0.713760828878774,0.336983373853251
"7",7,0.664602726381076,0.326278207009243
"8",8,0.619147279968804,0.323662184088286
"9",9,0.579563192390665,0.325094691705873
"10",10,0.543508986214771,0.335479197573418
"11",11,0.509964860865522,0.352194914804505
"12",12,0.482592691113184,0.365708532459062
"13",-12,0.295239863457333,0.522356820920568
"14",-11,0.302760536801556,0.535753116506185
"15",-10,0.305357067091753,0.557675287996454
"16",-9,0.303188460870189,0.588689390646954
"17",-8,0.296852952193312,0.628246876616489
"18",-7,0.299838922629003,0.671894402075126
"19",-6,0.317559651164302,0.718301155750063
"20",-5,0.346906711286501,0.766545529790766
"21",-4,0.385916794298748,0.813853543512776
"22",-3,0.422861246563368,0.857702899054904
"23",-2,0.44124188965164,0.89563515150742
"24",-1,0.430937399878631,0.925860237919717
