pos	3pG>A
1	0.320501730103806
2	0.233535844471446
3	0.157184894556155
4	0.124941724941725
5	0.114588127013346
6	0.0906337371854613
7	0.0906818181818182
8	0.0683133066310636
9	0.0662540119211371
10	0.0542706663613465
11	0.0515555555555556
12	0.0528978840846366
13	0.0504332370584315
14	0.0439393939393939
15	0.0405374629924846
16	0.0409252669039146
17	0.0355394764843584
18	0.0344210996870809
19	0.0309783819924226
20	0.0321030792749509
21	0.0339246119733925
22	0.029198682766191
23	0.0276060070671378
24	0.0374489332728098
25	0.027467619472979
