pos	5pC>T
1	0.326122785331685
2	0.190205819730305
3	0.131651261553835
4	0.128421532846715
5	0.110779131234199
6	0.091016548463357
7	0.0820793433652531
8	0.0655555555555556
9	0.0629146648364219
10	0.055767933438273
11	0.0421673585317894
12	0.0434583714547118
13	0.0444250871080139
14	0.045239121068505
15	0.0400637377646255
16	0.0359600443951165
17	0.0365156181258249
18	0.0321213473120678
19	0.0340783359150254
20	0.0329905741216795
21	0.0321356839991073
22	0.0264679715302491
23	0.0287028921998247
24	0.0289461781999095
25	0.0219407373897308
