pos	5pC>T
1	0.390738175341381
2	0.178066124184444
3	0.072339749409842
4	0.0683216264560883
5	0.0447778092272856
6	0.04258678586519
7	0.0307482708027667
8	0.0297990159950601
9	0.0303343598768148
10	0.0277071084981293
11	0.0280702432239244
12	0.0285445145460918
13	0.0318116578479467
14	0.0336654678379813
15	0.0347456704062738
16	0.0363826250053284
17	0.0360507988529291
18	0.0362745098039216
19	0.0363236925177033
20	0.0378579455186577
21	0.0352398965194896
22	0.0367356578495362
23	0.0367133211283687
24	0.0350942324911009
25	0.0355002802086477
