pos	3pG>A
1	0.0185037925128456
2	0.020789821149922
3	0.0169776817256141
4	0.0153902951152542
5	0.0146263690558713
6	0.0144294743845642
7	0.0136027713625866
8	0.0127033906008545
9	0.0129361354825546
10	0.0118193802086824
11	0.0130327739254173
12	0.0123191958813435
13	0.0124830935012527
14	0.01161995898838
15	0.0117506189877014
16	0.0120986505351326
17	0.0125078313792178
18	0.0128304503916449
19	0.0118659020732245
20	0.012579039418808
21	0.012685688312225
22	0.0117770861787162
23	0.0124494382022472
24	0.0129734809790381
25	0.0111789967680524
