"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"1",0.124436888536253,0.0668254421793721,0.995498224819945,0.463256045501855,0.481825583385098,-4030.92073875761
"2",0.124436888536253,0.0699193188259294,0.995498224819945,0.469102902226188,0.481825583385098,-4032.01133596002
"3",0.124436888536253,0.0699193188259294,0.995498224819945,0.469102902226188,0.481825583385098,-4032.01133596002
"4",0.124436888536253,0.0685268188480417,0.995498224819945,0.469102902226188,0.481825583385098,-4030.9921022143
"5",0.124436888536253,0.0685268188480417,0.995498224819945,0.469102902226188,0.481825583385098,-4030.9921022143
"6",0.125866165093925,0.0685268188480417,0.995498224819945,0.469102902226188,0.481825583385098,-4030.77660408135
"7",0.125866165093925,0.0669604911503041,0.995498224819945,0.469102902226188,0.481825583385098,-4032.59636645689
"8",0.125866165093925,0.0669604911503041,0.995888029601758,0.469102902226188,0.481825583385098,-4032.50963701815
"9",0.125866165093925,0.0669604911503041,0.995888029601758,0.469102902226188,0.481825583385098,-4032.50963701815
"10",0.125866165093925,0.0669604911503041,0.995888029601758,0.469102902226188,0.481700348989129,-4032.44851660933
"11",0.125866165093925,0.0705152535696442,0.999754822750938,0.469102902226188,0.475924132988998,-4032.10671039181
"12",0.125866165093925,0.0705152535696442,0.999754822750938,0.469102902226188,0.475924132988998,-4032.10671039181
"13",0.12585601352167,0.0705152535696442,0.999754822750938,0.469102902226188,0.475924132988998,-4032.11329951438
"14",0.125490888138552,0.0705152535696442,0.999754822750938,0.469102902226188,0.475924132988998,-4032.56757339738
"15",0.126413433716155,0.0705152535696442,0.999754822750938,0.469102902226188,0.475924132988998,-4032.23282299927
"16",0.125752766708186,0.0705152535696442,0.999754822750938,0.469102902226188,0.475924132988998,-4032.19885367209
"17",0.125752766708186,0.0705152535696442,0.999754822750938,0.469102902226188,0.475924132988998,-4032.19885367209
"18",0.125752766708186,0.0667789159204453,0.999754822750938,0.469102902226188,0.475924132988998,-4031.49238703297
"19",0.125752766708186,0.0667789159204453,0.999754822750938,0.469102902226188,0.475924132988998,-4031.49238703297
"20",0.125752766708186,0.068375696982515,0.999754822750938,0.469102902226188,0.475924132988998,-4029.5078404676
"21",0.125752766708186,0.068375696982515,0.999754822750938,0.469102902226188,0.475924132988998,-4029.5078404676
"22",0.125752766708186,0.068375696982515,0.999754822750938,0.476171345332031,0.477684346268349,-4032.10476514343
"23",0.125752766708186,0.068375696982515,0.999754822750938,0.468063055122121,0.477684346268349,-4028.96652095063
"24",0.125752766708186,0.0669347823585483,0.999754822750938,0.468063055122121,0.477684346268349,-4030.33738892834
"25",0.125752766708186,0.0688025313818484,0.999754822750938,0.468063055122121,0.477684346268349,-4029.09774416415
"26",0.125752766708186,0.0688025313818484,0.999754822750938,0.468063055122121,0.477684346268349,-4029.09774416415
"27",0.125752766708186,0.069048147471657,0.999754822750938,0.464385146380157,0.477684346268349,-4029.5073114163
"28",0.125752766708186,0.069048147471657,0.999754822750938,0.464385146380157,0.477684346268349,-4029.5073114163
"29",0.125752766708186,0.069048147471657,0.999754822750938,0.464385146380157,0.477684346268349,-4029.5073114163
"30",0.125752766708186,0.069048147471657,0.999754822750938,0.464385146380157,0.477684346268349,-4029.5073114163
"31",0.125752766708186,0.0694393055161758,0.999754822750938,0.464385146380157,0.477684346268349,-4030.21854475311
"32",0.125752766708186,0.0678253725394101,0.999754822750938,0.464385146380157,0.477684346268349,-4028.58836992655
"33",0.125752766708186,0.0678253725394101,0.999754822750938,0.464385146380157,0.477684346268349,-4028.58836992655
"34",0.125752766708186,0.0678253725394101,0.999754822750938,0.464385146380157,0.477684346268349,-4028.58836992655
"35",0.125752766708186,0.0671899070209113,0.999754822750938,0.464385146380157,0.477684346268349,-4028.90153057179
"36",0.125752766708186,0.0670488079195974,0.999754822750938,0.464385146380157,0.477684346268349,-4029.04529743647
"37",0.125752766708186,0.0675793457763519,0.999754822750938,0.464385146380157,0.477684346268349,-4028.6449047303
"38",0.125752766708186,0.0675793457763519,0.999754822750938,0.464385146380157,0.478756513441972,-4028.62993462926
"39",0.125752766708186,0.0675793457763519,0.999754822750938,0.464385146380157,0.477259422489068,-4028.69132179775
"40",0.125752766708186,0.0675793457763519,0.999754822750938,0.464385146380157,0.477259422489068,-4028.69132179775
"41",0.125752766708186,0.0675793457763519,0.999754822750938,0.464385146380157,0.477259422489068,-4028.69132179775
"42",0.125752766708186,0.0675793457763519,0.999754822750938,0.464385146380157,0.477259422489068,-4028.69132179775
"43",0.125752766708186,0.0675793457763519,0.999754822750938,0.464385146380157,0.477259422489068,-4028.69132179775
"44",0.125752766708186,0.0675793457763519,0.999754822750938,0.464385146380157,0.477259422489068,-4028.69132179775
"45",0.124720822769692,0.0675793457763519,0.999754822750938,0.464385146380157,0.477259422489068,-4030.91921254519
"46",0.124911883634413,0.0689140971726537,0.999754822750938,0.464385146380157,0.487649057488529,-4031.95212919145
"47",0.124911883634413,0.0689140971726537,0.999754822750938,0.464385146380157,0.487649057488529,-4031.95212919145
"48",0.124911883634413,0.0689140971726537,0.999754822750938,0.464385146380157,0.487649057488529,-4031.95212919145
"49",0.124879877756089,0.0689140971726537,0.999754822750938,0.464385146380157,0.487649057488529,-4031.89107681018
"50",0.124879877756089,0.0689140971726537,0.999754822750938,0.464385146380157,0.487649057488529,-4031.89107681018
"51",0.124223167506042,0.0689140971726537,0.999754822750938,0.464385146380157,0.484597925580875,-4030.6732830576
"52",0.124223167506042,0.0689140971726537,0.999754822750938,0.464385146380157,0.484597925580875,-4030.6732830576
"53",0.124223167506042,0.0689140971726537,0.999754822750938,0.464385146380157,0.485016936485155,-4030.70075461458
"54",0.124223167506042,0.0689140971726537,0.999754822750938,0.464385146380157,0.485016936485155,-4030.70075461458
"55",0.124223167506042,0.0689140971726537,0.999754822750938,0.464385146380157,0.485016936485155,-4030.70075461458
"56",0.124223167506042,0.0689140971726537,0.999754822750938,0.464385146380157,0.483355601950984,-4030.71969433634
"57",0.124010962050916,0.0675471273479248,0.999754822750938,0.468703793487119,0.483355601950984,-4031.77830798237
"58",0.124010962050916,0.0678142913064595,0.999754822750938,0.468703793487119,0.483355601950984,-4031.47210984217
"59",0.125403611164185,0.0678142913064595,0.999754822750938,0.468703793487119,0.483355601950984,-4030.24400543348
"60",0.125403611164185,0.0678142913064595,0.999754822750938,0.468703793487119,0.483355601950984,-4030.24400543348
"61",0.125403611164185,0.0678142913064595,0.999754822750938,0.468703793487119,0.483355601950984,-4030.24400543348
"62",0.125403611164185,0.0678142913064595,0.999754822750938,0.468703793487119,0.483355601950984,-4030.24400543348
"63",0.125403611164185,0.0678142913064595,0.999754822750938,0.468703793487119,0.476365050843196,-4030.08840542767
"64",0.125403611164185,0.0678142913064595,0.999754822750938,0.469029496651573,0.479445453489135,-4029.49641640722
"65",0.124647471651552,0.0678142913064595,0.999754822750938,0.469029496651573,0.479445453489135,-4030.83065398727
"66",0.124647471651552,0.0678142913064595,0.999754822750938,0.469029496651573,0.479445453489135,-4030.83065398727
"67",0.124647471651552,0.0678142913064595,0.999754822750938,0.469029496651573,0.479445453489135,-4030.83065398727
"68",0.124647471651552,0.0678142913064595,0.999754822750938,0.469029496651573,0.479445453489135,-4030.83065398727
"69",0.124690911055269,0.0678142913064595,0.999754822750938,0.469029496651573,0.479445453489135,-4030.70423922683
"70",0.124690911055269,0.0678142913064595,0.999754822750938,0.469029496651573,0.483070258504793,-4030.16442921872
