pos	5pC>T
1	0.368663594470046
2	0.173461101185642
3	0.115841114100332
4	0.117386489479513
5	0.105719237435009
6	0.0971742543171115
7	0.0835249042145594
8	0.0840242346938776
9	0.0774318438457816
10	0.0676411133571762
11	0.0726748839442933
12	0.0619834710743802
13	0.0718283582089552
14	0.0752035765607536
15	0.0666561613614876
16	0.0684611793994087
17	0.0749333751371688
18	0.071843137254902
19	0.0703161141094834
20	0.0809729556729077
21	0.0730860299921073
22	0.0726441853135834
23	0.0739677985015144
24	0.0693916349809886
25	0.0809516452958443
