# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/out/CDM019.A0101.SG1.1_5M.mapped_l_mirabilis_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/lautropia_mirabilis/input/GCF_900637555.1_51726_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	37	37
+	41	38
+	39	30
+	42	37
+	60	19
+	36	39
+	35	44
+	69	15
+	51	22
+	38	32
+	65	16
+	48	34
+	43	39
+	34	34
+	67	15
+	53	20
+	31	42
+	61	16
+	122	1
+	83	8
+	56	20
+	54	19
+	49	19
+	52	24
+	76	25
+	40	29
+	107	2
+	46	36
+	47	31
+	45	24
+	50	28
+	58	26
+	75	11
+	30	44
+	114	2
+	86	1
+	72	8
+	33	47
+	99	5
+	84	7
+	78	11
+	68	15
+	62	19
+	57	25
+	55	19
+	32	41
+	94	5
+	112	3
+	89	5
+	44	37
+	81	7
+	59	19
+	102	3
+	66	14
+	92	4
+	64	15
+	73	8
+	79	4
+	74	5
+	29	1
+	77	6
+	71	9
+	70	9
+	63	11
+	103	2
+	104	3
+	98	2
+	109	1
+	87	7
+	100	2
+	105	2
+	85	4
+	96	1
+	91	9
+	123	1
+	88	5
+	80	4
+	106	3
+	132	1
+	133	1
+	97	6
+	110	2
+	111	1
+	82	4
+	117	1
+	140	1
+	90	1
+	124	1
+	95	2
+	101	4
+	113	1
+	127	1
+	134	1
+	115	1
+	93	3
+	118	1
+	120	1
-	49	25
-	64	11
-	46	32
-	44	45
-	41	26
-	69	7
-	32	40
-	43	41
-	72	14
-	83	8
-	67	14
-	31	47
-	39	34
-	51	28
-	48	24
-	79	9
-	30	41
-	54	16
-	60	15
-	76	31
-	37	37
-	61	18
-	50	28
-	128	2
-	36	32
-	47	30
-	78	8
-	55	24
-	34	44
-	52	21
-	56	12
-	70	12
-	42	40
-	65	15
-	33	35
-	82	4
-	58	14
-	138	1
-	53	8
-	107	1
-	129	1
-	35	32
-	40	27
-	75	8
-	103	5
-	59	13
-	68	15
-	38	38
-	80	9
-	71	13
-	132	1
-	99	4
-	73	9
-	62	9
-	133	1
-	45	31
-	105	2
-	90	8
-	74	5
-	84	4
-	98	5
-	88	2
-	86	4
-	57	15
-	111	1
-	87	7
-	66	13
-	63	9
-	94	6
-	93	2
-	97	2
-	118	1
-	91	6
-	81	8
-	123	2
-	101	3
-	136	1
-	95	3
-	89	3
-	92	3
-	126	2
-	109	2
-	131	1
-	115	1
-	77	6
-	117	1
-	119	1
-	85	1
-	141	1
-	96	2
-	29	1
-	110	1
-	114	2
-	116	1
-	139	1
