"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"1",0.107385972829888,0.00241681923672701,0.993421076059879,0.382385682094844,0.21564166000136,-786.637679479816
"2",0.107385972829888,0.00241681923672701,0.993421076059879,0.382385682094844,0.215757767805524,-786.656181554198
"3",0.107385972829888,0.00241681923672701,0.993421076059879,0.382385682094844,0.215757767805524,-786.656181554198
"4",0.107006979786349,0.00241681923672701,0.989016276551606,0.382385682094844,0.201036581368245,-787.346253529985
"5",0.110990457379706,0.00263453804624922,0.989016276551606,0.382385682094844,0.202405474484663,-785.502112794008
"6",0.110990457379706,0.00352062365040049,0.988748818728902,0.404634955036644,0.202405474484663,-790.461727021053
"7",0.112373472698075,0.00352062365040049,0.988748818728902,0.404634955036644,0.202405474484663,-790.220917433876
"8",0.112373472698075,0.00511249690482028,0.988748818728902,0.404725031635359,0.206621002028499,-790.159937451145
"9",0.112612111445787,0.00511249690482028,0.988748818728902,0.404725031635359,0.207592294945331,-790.420647332951
"10",0.110725368724442,0.00511249690482028,0.994135221825803,0.404725031635359,0.207592294945331,-788.877449437295
"11",0.110725368724442,0.00511249690482028,0.994135221825803,0.404725031635359,0.207592294945331,-788.877449437295
"12",0.110725368724442,0.00511249690482028,0.994135221825803,0.404725031635359,0.184892208973857,-791.064140011654
"13",0.113398104180485,0.00511249690482028,0.998583639449065,0.404725031635359,0.198382469660087,-787.337318083608
"14",0.113398104180485,0.00511249690482028,0.998583639449065,0.404725031635359,0.210897531167745,-789.530008358488
"15",0.113398104180485,0.00511249690482028,0.998583639449065,0.404725031635359,0.210897531167745,-789.530008358488
"16",0.10940549304286,0.00656424747789744,0.991552610772391,0.404725031635359,0.210897531167745,-789.490000185118
"17",0.10940549304286,0.00495545176181153,0.985510441684927,0.404725031635359,0.210897531167745,-791.482182678129
"18",0.10940549304286,0.00495545176181153,0.985510441684927,0.404725031635359,0.210897531167745,-791.482182678129
"19",0.10940549304286,0.00474136414833037,0.985510441684927,0.397936122222202,0.210897531167745,-789.376395535642
"20",0.10940549304286,0.0060677402629161,0.985510441684927,0.397936122222202,0.210897531167745,-789.101112295808
"21",0.10940549304286,0.0060677402629161,0.985510441684927,0.397936122222202,0.210897531167745,-789.101112295808
"22",0.10940549304286,0.0060677402629161,0.985510441684927,0.383768589401731,0.210897531167745,-787.65385312892
"23",0.103058126601732,0.0060677402629161,0.985510441684927,0.383768589401731,0.2248702558575,-790.250167576992
"24",0.106971100424547,0.0060677402629161,0.997959754073541,0.383768589401731,0.2248702558575,-788.163306033457
"25",0.106971100424547,0.0060677402629161,0.997959754073541,0.383768589401731,0.198821915200233,-786.309190608126
"26",0.106971100424547,0.0060677402629161,0.997959754073541,0.374601270771631,0.198821915200233,-787.350174148815
"27",0.106971100424547,0.0060677402629161,0.997959754073541,0.374601270771631,0.198821915200233,-787.350174148815
"28",0.105868828213937,0.00339588717885996,0.997959754073541,0.374601270771631,0.198821915200233,-786.867296490531
"29",0.109865062734377,0.00339588717885996,0.997959754073541,0.374601270771631,0.19847809903561,-784.864845340646
"30",0.109865062734377,0.00339588717885996,0.996778378162775,0.374601270771631,0.19847809903561,-785.001181796783
"31",0.109865062734377,0.00339588717885996,0.996778378162775,0.374601270771631,0.20262755566471,-784.860407783386
"32",0.109865062734377,0.00247359113179744,0.996778378162775,0.374601270771631,0.207191875811014,-784.738726695681
"33",0.109865062734377,0.00247359113179744,0.986416902535728,0.370067269954377,0.200203183428152,-786.293716630175
"34",0.109865062734377,0.00247359113179744,0.990331284727784,0.370067269954377,0.200203183428152,-785.838402856729
"35",0.109865062734377,0.00247359113179744,0.990331284727784,0.370067269954377,0.200203183428152,-785.838402856729
"36",0.109865062734377,0.00247359113179744,0.990331284727784,0.369398722558177,0.200203183428152,-785.942528600597
"37",0.109865062734377,0.00247359113179744,0.999024837013622,0.369398722558177,0.217214718455765,-787.12086164778
"38",0.109865062734377,0.00247359113179744,0.999024837013622,0.369398722558177,0.217214718455765,-787.12086164778
"39",0.111724502465758,0.00247359113179744,0.999024837013622,0.387345422699136,0.217214718455765,-787.428956495021
"40",0.111724502465758,0.00328466150889829,0.995732604942996,0.387345422699136,0.217214718455765,-787.971999994428
"41",0.104970718625904,0.0070333557801553,0.995732604942996,0.387345422699136,0.217214718455765,-787.210811865031
"42",0.104970718625904,0.0070333557801553,0.995732604942996,0.396341782962467,0.201641555197767,-788.925349196741
"43",0.104970718625904,0.0070333557801553,0.995732604942996,0.396341782962467,0.201641555197767,-788.925349196741
"44",0.104970718625904,0.0070333557801553,0.998155445757325,0.396005265792811,0.201641555197767,-788.41039753449
"45",0.109767890664904,0.0070333557801553,0.998155445757325,0.396005265792811,0.211491667754205,-786.734685525439
"46",0.109767890664904,0.0070333557801553,0.998155445757325,0.396005265792811,0.211491667754205,-786.734685525439
"47",0.109767890664904,0.0070333557801553,0.998155445757325,0.392833838927481,0.211491667754205,-786.512126314389
