pos	3pG>A
1	0.386081982840801
2	0.198959687906372
3	0.120541205412054
4	0.0880648899188876
5	0.0849673202614379
6	0.0854092526690391
7	0.0429732868757259
8	0.0396145610278373
9	0.0229357798165138
10	0.0282805429864253
11	0.0303664921465969
12	0.0325960419091967
13	0.0295983086680761
14	0.0333692142088267
15	0.0264367816091954
16	0.0427350427350427
17	0.0221752903907075
18	0.0311493018259936
19	0.0386266094420601
20	0.0344827586206897
21	0.0396270396270396
22	0.0262557077625571
23	0.0336842105263158
24	0.0283768444948922
25	0.0313199105145414
