"","Position","C.T","G.A"
"1",1,0.903827243281268,0.477638547970062
"2",2,0.845339044216526,0.488640080620386
"3",3,0.761141541480977,0.45223470873645
"4",4,0.652147582888034,0.392470777504189
"5",5,0.530458007637227,0.318676404477422
"6",6,0.414877832326245,0.240456923389374
"7",7,0.313187539571419,0.17723934350425
"8",8,0.229930773191198,0.132977159780301
"9",9,0.16889514972155,0.101260717392972
"10",10,0.125508255419944,0.080884452965519
"11",11,0.0989473027847099,0.064843049400081
"12",12,0.0815947668641087,0.054659775649638
"13",-12,0.0730757202951816,0.0636465959921852
"14",-11,0.0852826898404324,0.0792955555927599
"15",-10,0.104150960031402,0.103584109909415
"16",-9,0.131767421424088,0.141343859127721
"17",-8,0.162018832757656,0.206005693395086
"18",-7,0.189553377355903,0.305101782094874
"19",-6,0.216641085232953,0.429155254215738
"20",-5,0.26260277215482,0.55480062924116
"21",-4,0.322276203824294,0.67258430628903
"22",-3,0.377028355642355,0.773947502968376
"23",-2,0.416179889097862,0.851623216037201
"24",-1,0.402204643337758,0.906514217276909
