"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.176939484949302,0.0233718182631914,0.553401897363612,0.611632185610835,0.58656768340088,-88.2772672870185
"Std.",0.05240463584382,0.0222922149660506,0.275025115846768,0.200462794250357,0.259347890201669,1.52426280139057
"Acceptance ratio",0.26826,0.26304,0.2639,0.23496,0.18788,0.75188
"0%",0.0359209116605654,2.13600999655495e-05,0.000668399312832246,0.000963549346263574,0.10351908279311,-101.837399452832
"2.5%",0.0888688593669693,0.000668855391071577,0.0466479257727137,0.198524317297998,0.250544392722354,-91.9799334368836
"5%",0.100101005213646,0.00134597936318249,0.0834727603252852,0.270269065744793,0.279888412742224,-91.1567031451687
"7.5%",0.107235502453503,0.0019942402845607,0.121494745410164,0.316281671382269,0.299591240929028,-90.6565177130874
"10%",0.113562352671296,0.00259909982378223,0.155243696504609,0.347807924777336,0.317655752395493,-90.3034932438231
"12.5%",0.118713596547674,0.00323112853427747,0.190806760651944,0.37255398155265,0.333073752170375,-90.024967946242
"15%",0.124273932998483,0.00400549546470454,0.221806474859797,0.394383119661846,0.347565742535121,-89.7967737738971
"17.5%",0.128375941720596,0.00477222383091632,0.2528279669784,0.415516004542967,0.363831780252756,-89.5967628346474
"20%",0.132404378344481,0.00545973456082079,0.278550877018008,0.436415461587971,0.376381897856814,-89.4031564101286
"22.5%",0.136102337855859,0.00613837206806692,0.304625277877308,0.454154958212244,0.391857672994192,-89.2384933771648
"25%",0.139645449793641,0.00681302115087464,0.330922882344978,0.471888302758436,0.406168975598508,-89.0835932327057
"27.5%",0.143322337689522,0.00773547958612995,0.356851926935994,0.489160828708213,0.418047386223135,-88.9383148122926
"30%",0.146349054650036,0.00856385371647832,0.381443244430205,0.50474860404216,0.429862659495522,-88.8129245906137
"32.5%",0.14959373792732,0.00945707194828794,0.408460210571389,0.521809275949885,0.445532533259192,-88.6943307071628
"35%",0.152820959654952,0.010395390450166,0.433081510422039,0.535023367925478,0.458492581338443,-88.5797240255411
"37.5%",0.155533542068548,0.0112569937379857,0.457644716508091,0.547759171495596,0.471241337350008,-88.4741859053851
"40%",0.159013654849976,0.0122478117536756,0.482956406065837,0.563457883854964,0.482635182355144,-88.3675051548459
"42.5%",0.161901100577561,0.0132188110931229,0.505872820054321,0.57700035389415,0.497633747986386,-88.2710055852454
"45%",0.165283205958136,0.0145212515659914,0.527076043957691,0.588654694550551,0.509836420561884,-88.1772095458215
"47.5%",0.168460076488169,0.0156050198054305,0.548926751899123,0.60348555398782,0.520537981994748,-88.089372637942
"50%",0.171785405506061,0.0167446630366586,0.570487337889406,0.618256517129707,0.531601872361653,-88.0031517839416
"52.5%",0.174959164081597,0.0181196850570799,0.592408024100946,0.631944678475646,0.544363586548424,-87.9210804271461
"55%",0.178639311519619,0.0194294438491467,0.614955942894485,0.64555413276372,0.558166371768774,-87.8368018355101
"57.5%",0.182154047002244,0.0206360795213672,0.636758255541917,0.660142740763774,0.572068418503593,-87.7535516974578
"60%",0.185534901545632,0.021964779295623,0.659321923948147,0.676523162557233,0.588968242000517,-87.6718966991933
"62.5%",0.189113236162039,0.0236043146057765,0.682910124523273,0.690401213185557,0.60485746757641,-87.5911242410189
"65%",0.192599320030937,0.02505804023221,0.705056692740426,0.704703828485139,0.625461272014405,-87.5108835355783
"67.5%",0.196348592041265,0.0267739461789184,0.725937589430858,0.719467398476245,0.644362255609922,-87.4303018126091
"70%",0.200432886870248,0.0285796328571304,0.7466196643904,0.733719208938631,0.662954062236717,-87.3461699426152
"72.5%",0.204694844437178,0.0308744716198636,0.766740508283358,0.7486421625998,0.685990389034333,-87.2587679176987
"75%",0.209265373645261,0.0329284333728086,0.789605510425492,0.764719253907049,0.708776004223238,-87.1760053026515
"77.5%",0.213888149165427,0.0353004157257016,0.810581104589924,0.777824503145631,0.73394403401035,-87.0864276441796
"80%",0.218990389001825,0.0380843940067614,0.831653237355873,0.795091566571336,0.764039231378125,-86.9944376244856
"82.5%",0.225108700043343,0.0410090177078339,0.853405678832207,0.813032367613162,0.791740849380302,-86.9108926919351
"85%",0.231560888448615,0.0442555517443763,0.875910036418026,0.83157049531058,0.825929462025511,-86.8142342096526
"87.5%",0.238428470223454,0.0482725583468252,0.897562607040874,0.853415583709846,0.869197378036799,-86.7082727012167
"90%",0.247463780648841,0.053371974776567,0.915687509079982,0.87556554917502,0.91971633520109,-86.5923068437293
"92.5%",0.256861647556986,0.0598421289550769,0.938095482209504,0.900711964068863,0.985899114676252,-86.4653407686331
"95%",0.270694972860006,0.0683929031099866,0.958705282072669,0.929273956115779,1.07605697928727,-86.3240492761617
"97.5%",0.291786425261549,0.0815507395252367,0.979303876997277,0.958916943575351,1.23143725046736,-86.1389907034282
"100%",0.463428393503535,0.210037832384885,0.999899901647789,0.999792933569414,2.87887916673099,-85.5748777040503
