"","Position","C.T","G.A"
"1",1,0.702634018610524,0
"2",2,0.574541435532528,0
"3",3,0.488837423774447,0
"4",4,0.435206489227906,0
"5",5,0.401498906439501,0
"6",6,0.379803138300187,0
"7",7,0.365441277531512,0
"8",8,0.355665905457541,0
"9",9,0.348836109331789,0
"10",10,0.343947070785533,0
"11",11,0.340367176600513,0
"12",12,0.337689677397621,0
"13",-12,0,0.340047096852277
"14",-11,0,0.342733700546406
"15",-10,0,0.346325622151213
"16",-9,0,0.35123066845087
"17",-8,0,0.358081877557129
"18",-7,0,0.367885949680206
"19",-6,0,0.382286113675661
"20",-5,0,0.404031885088175
"21",-4,0,0.437799966634808
"22",-3,0,0.491486291603068
"23",-2,0,0.577172589506157
"24",-1,0,0.704965723856146
