"","Position","C.T","G.A"
"1",1,0.377635027578366,0
"2",2,0.222256793384541,0
"3",3,0.162447519221037,0
"4",4,0.135707503009307,0
"5",5,0.121762110394909,0
"6",6,0.113589582552302,0
"7",7,0.108383482307987,0
"8",8,0.10485308000729,0
"9",9,0.102337900578153,0
"10",10,0.100472194075343,0
"11",11,0.0990406255332292,0
"12",12,0.0979101478854985,0
"13",-12,0,0.0984250115951639
"14",-11,0,0.0995586199065927
"15",-10,0,0.100994259211083
"16",-9,0,0.102865405035067
"17",-8,0,0.105388073852494
"18",-7,0,0.108929152071198
"19",-6,0,0.114151122087128
"20",-5,0,0.122348521690018
"21",-4,0,0.136335851531925
"22",-3,0,0.163154196600524
"23",-2,0,0.223123380035336
"24",-1,0,0.378791854641143
