# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/mapDamage2_ssLibs/input/FUM002.A0102.SG1.5_5M.mapped_n_elongata_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/neisseria_elongata/input/GCF_900453895.1_42925_E01_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	30	379
+	31	389
+	32	349
+	40	156
+	44	118
+	34	294
+	38	185
+	37	204
+	36	218
+	35	252
+	50	56
+	41	130
+	45	99
+	53	52
+	39	134
+	49	73
+	43	129
+	46	83
+	48	73
+	66	14
+	33	296
+	47	82
+	42	144
+	63	9
+	54	47
+	72	10
+	55	26
+	51	37
+	68	9
+	64	18
+	58	11
+	60	20
+	52	50
+	82	3
+	65	21
+	74	9
+	86	2
+	106	3
+	59	28
+	73	4
+	56	27
+	67	10
+	70	4
+	76	2
+	62	17
+	102	1
+	61	21
+	57	20
+	29	4
+	28	1
+	84	1
+	91	1
+	71	8
+	80	2
+	95	1
+	89	1
+	90	2
+	69	7
+	79	4
+	75	4
+	83	3
+	81	3
+	93	1
+	77	7
+	99	1
+	85	1
+	132	1
+	115	1
+	88	3
+	92	1
+	78	2
+	96	1
-	30	395
-	55	47
-	34	291
-	41	142
-	35	245
-	38	185
-	43	143
-	46	70
-	42	151
-	70	8
-	32	350
-	45	107
-	47	73
-	48	86
-	36	242
-	49	72
-	37	213
-	53	60
-	31	369
-	51	45
-	108	1
-	65	10
-	33	285
-	40	146
-	50	62
-	39	162
-	59	25
-	54	48
-	56	33
-	84	4
-	52	59
-	63	12
-	72	10
-	44	118
-	101	1
-	64	10
-	67	12
-	61	16
-	62	20
-	73	4
-	68	7
-	77	4
-	57	25
-	58	12
-	60	14
-	66	13
-	83	3
-	71	9
-	95	1
-	97	1
-	96	1
-	27	1
-	80	1
-	90	2
-	94	1
-	75	2
-	29	1
-	69	9
-	81	2
-	128	1
-	78	3
-	85	2
-	98	1
-	76	6
-	88	1
-	79	1
-	103	1
-	91	2
-	74	1
-	93	2
-	87	1
-	89	1
