pos	5pC>T
1	0.382409918636188
2	0.182896890343699
3	0.110634239389604
4	0.109433962264151
5	0.0870421425758172
6	0.0814260563380282
7	0.0622977346278317
8	0.0549939344925192
9	0.0610452349582784
10	0.0529315960912052
11	0.0492845786963434
12	0.0419731717871051
13	0.0428211586901763
14	0.049859268194612
15	0.0397157190635452
16	0.0432409739714526
17	0.0447641886490807
18	0.0462923274753536
19	0.0392317123007765
20	0.0490312376433373
21	0.0457715780296425
22	0.0519262981574539
23	0.0537420382165605
24	0.0466637592673354
25	0.0567901234567901
