pos	3pG>A
1	0.0306242638398115
2	0.020197486535009
3	0.0222134073780246
4	0.0222222222222222
5	0.0255394099515632
6	0.0263929618768328
7	0.0253456221198157
8	0.0259226713532513
9	0.0261651676206051
10	0.0212483399734396
11	0.0181159420289855
12	0.0319410319410319
13	0.0179588261060009
14	0.0241067585019372
15	0.0216620716817645
16	0.0187937062937063
17	0.0180776014109347
18	0.026832198638366
19	0.0195543428831287
20	0.0234273318872017
21	0.023462783171521
22	0.0277176266782157
23	0.02
24	0.0284067517496912
25	0.0184534270650264
