# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_ssLibs/input/VLD001.A0102.SG1.2_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	37	1320
+	34	1714
+	39	1137
+	60	191
+	68	88
+	55	262
+	49	474
+	38	1197
+	43	874
+	30	2289
+	35	1590
+	42	978
+	51	406
+	31	2161
+	41	954
+	53	331
+	62	133
+	54	319
+	36	1453
+	91	15
+	52	373
+	32	1976
+	67	91
+	33	1885
+	45	731
+	44	838
+	47	663
+	46	662
+	56	295
+	83	23
+	64	114
+	40	1057
+	50	435
+	77	35
+	79	32
+	59	198
+	72	66
+	78	26
+	90	11
+	48	517
+	63	121
+	65	118
+	58	182
+	75	44
+	81	17
+	69	68
+	73	45
+	61	156
+	93	12
+	76	43
+	84	21
+	88	17
+	57	251
+	74	36
+	89	15
+	66	94
+	101	8
+	70	73
+	85	20
+	86	18
+	29	11
+	71	72
+	115	4
+	82	16
+	80	23
+	94	4
+	109	2
+	97	9
+	125	1
+	92	8
+	87	9
+	104	3
+	95	10
+	112	2
+	124	1
+	118	1
+	108	3
+	100	3
+	96	8
+	132	3
+	129	1
+	114	3
+	106	2
+	103	1
+	111	2
+	121	1
+	110	2
+	102	4
+	120	1
+	113	2
+	105	1
+	123	1
+	98	2
+	126	1
+	135	1
-	32	1999
-	33	1825
-	30	2343
-	48	571
-	37	1262
-	31	2069
-	39	1112
-	35	1557
-	38	1227
-	36	1413
-	34	1683
-	52	324
-	57	213
-	40	1057
-	56	239
-	51	404
-	44	809
-	49	508
-	62	127
-	42	1000
-	53	303
-	45	677
-	63	139
-	54	335
-	64	136
-	61	155
-	47	591
-	41	910
-	70	81
-	46	624
-	43	856
-	60	164
-	91	11
-	59	187
-	79	35
-	65	92
-	71	74
-	76	51
-	58	211
-	55	274
-	80	32
-	50	443
-	90	14
-	78	25
-	69	95
-	75	45
-	89	15
-	66	93
-	72	58
-	68	80
-	87	16
-	67	88
-	95	7
-	108	6
-	101	4
-	99	6
-	73	59
-	85	13
-	82	28
-	81	29
-	107	3
-	83	22
-	92	9
-	86	18
-	84	16
-	77	33
-	74	41
-	97	9
-	88	10
-	96	8
-	98	5
-	29	11
-	93	9
-	125	3
-	134	3
-	105	2
-	102	3
-	103	4
-	111	3
-	104	3
-	100	2
-	106	4
-	129	1
-	94	4
-	131	1
-	113	3
-	123	2
-	109	2
-	136	1
-	114	2
-	116	1
-	117	1
-	126	1
-	122	2
-	112	1
