"","Position","C.T","G.A"
"1",1,0.91278748219967,0
"2",2,0.837198113041827,0
"3",3,0.741569105660505,0
"4",4,0.655019166455067,0
"5",5,0.59736095297697,0
"6",6,0.566338540173657,0
"7",7,0.55154132176412,0
"8",8,0.544888971079805,0
"9",9,0.541977717508102,0
"10",10,0.540718472762922,0
"11",11,0.540176434049606,0
"12",12,0.539943550174603,0
"13",-12,0.539943550174603,0
"14",-11,0.540176434049606,0
"15",-10,0.540718472762922,0
"16",-9,0.541977717508102,0
"17",-8,0.544888971079805,0
"18",-7,0.55154132176412,0
"19",-6,0.566338540173657,0
"20",-5,0.59736095297697,0
"21",-4,0.655019166455067,0
"22",-3,0.741569105660505,0
"23",-2,0.837198113041827,0
"24",-1,0.91278748219967,0
