pos	5pC>T
1	0.204271235521236
2	0.0910097302336421
3	0.0490498202362609
4	0.0528309153935037
5	0.0408115260217583
6	0.0435869495545157
7	0.0332863360510023
8	0.0363015431317986
9	0.03737658674189
10	0.0304821150855365
11	0.0344436485195798
12	0.0354984413766779
13	0.0319101410428234
14	0.0339420771075447
15	0.0326914742121231
16	0.030953285225978
17	0.0321850333476106
18	0.0351492727736668
19	0.034381390593047
20	0.0336119186046512
21	0.0341664030370136
22	0.0316572373021423
23	0.0344449853943525
24	0.0351316634553629
25	0.0330840410698441
