pos	5pC>T
1	0.362760043041607
2	0.224300463863534
3	0.159870064967516
4	0.147227984159909
5	0.128944146180654
6	0.108472772995454
7	0.0905475973745988
8	0.0766161213088587
9	0.0678868552412646
10	0.0587711487088157
11	0.053845438482284
12	0.0503918834447276
13	0.0447549135685532
14	0.0427575379784827
15	0.0373797015202938
16	0.032327890452214
17	0.0329312031300946
18	0.0317512274959083
19	0.0321120384778611
20	0.0284655164523363
21	0.0284497683777081
22	0.0265171315877014
23	0.0252752869023835
24	0.0247150963748065
25	0.0236568334045889
