pos	3pG>A
1	0.342458796916117
2	0.250690678399673
3	0.181772908366534
4	0.150129259694477
5	0.129879182156134
6	0.110815130527437
7	0.0935195964299573
8	0.0795560529751912
9	0.0700606750094805
10	0.0585902459751664
11	0.0546090800257851
12	0.0514247971315343
13	0.0459759173766123
14	0.0404138376980278
15	0.0413254437869822
16	0.0357933405547968
17	0.035428361093218
18	0.0324161326799849
19	0.0303841457687612
20	0.0287746672785682
21	0.0291806958473625
22	0.0286692942942943
23	0.0293699233628562
24	0.0260849167253108
25	0.027042200804716
