"","Position","C.T","G.A"
"1",1,0.900928793780674,0.240251328432222
"2",2,0.866906448386469,0.259022127084681
"3",3,0.82440781313335,0.251625450728286
"4",4,0.773295505382408,0.232379374236347
"5",5,0.713824105799603,0.213759846432272
"6",6,0.647277374405112,0.199809761046848
"7",7,0.57660025110586,0.188886851532332
"8",8,0.50667398761317,0.177065714980044
"9",9,0.442100486563536,0.164047888177568
"10",10,0.38500076182196,0.152741727472241
"11",11,0.335648532686942,0.145204911328829
"12",12,0.294810109169648,0.139900771153457
"13",-12,0.12253131856094,0.306186419606964
"14",-11,0.131226313777314,0.343989976499039
"15",-10,0.142566513971723,0.390410960045399
"16",-9,0.155613385411228,0.445970258039441
"17",-8,0.166405666848479,0.510613734605971
"18",-7,0.175035502968058,0.580470078903598
"19",-6,0.186183641956016,0.650048559140463
"20",-5,0.201353511224806,0.715606191932544
"21",-4,0.220453697139912,0.774467388360939
"22",-3,0.241936221092986,0.825061124696955
"23",-2,0.257841492872459,0.86704898018845
"24",-1,0.265445744170573,0.900566544514075
