pos	3pG>A
1	0.203920099875156
2	0.119754321605247
3	0.0681066250638836
4	0.0552711841930778
5	0.0445250143460796
6	0.0413524755132162
7	0.0321129010784183
8	0.0302509365217838
9	0.0268650326447608
10	0.0237109323486747
11	0.024436566219296
12	0.0238222698072805
13	0.0232152761270898
14	0.0257788142252414
15	0.0237951886076281
16	0.0234120734908136
17	0.0230513126794927
18	0.0242818600222187
19	0.0212531486146096
20	0.0210242043360844
21	0.0201550387596899
22	0.0201265094882116
23	0.0200076171131141
24	0.020343426399266
25	0.017805783611358
