"","Position","C.T","G.A"
"1",1,0.960468181345079,0.461237554321361
"2",2,0.930017598730062,0.474226631158176
"3",3,0.886026061539023,0.432628505290555
"4",4,0.833364185450465,0.382033618544904
"5",5,0.781814427416457,0.347012508437632
"6",6,0.739412801277749,0.333884801813967
"7",7,0.707529032659049,0.341991653201125
"8",8,0.684823886365029,0.359047288275494
"9",9,0.669703568239574,0.374786022804472
"10",10,0.661673597077251,0.381406971226338
"11",11,0.658869313488819,0.379815638015331
"12",12,0.658852884606268,0.374098184949846
"13",-12,0.413713998116399,0.648113591596279
"14",-11,0.414659394273467,0.649602431972178
"15",-10,0.413661343727786,0.653459383399465
"16",-9,0.409861824353115,0.661319364907674
"17",-8,0.399869247804576,0.676316570474401
"18",-7,0.385634660728905,0.700439108846554
"19",-6,0.378759412601796,0.734231077518536
"20",-5,0.391218061716211,0.778586216008594
"21",-4,0.422610769789526,0.831983846938935
"22",-3,0.4634531247471,0.886065011159747
"23",-2,0.500518876759156,0.930432632194726
"24",-1,0.49737134255478,0.960806202798276
