pos	5pC>T
1	0.251273602838677
2	0.121994258474018
3	0.0663134867293956
4	0.0589409511477975
5	0.0521270532151925
6	0.0439443795775395
7	0.0359090054521527
8	0.0321116212264998
9	0.0276635212517138
10	0.02554257985389
11	0.0243840552130116
12	0.0263716438501539
13	0.024809517444192
14	0.026364193746168
15	0.0271684549923357
16	0.0251719866100846
17	0.0259229964534483
18	0.0254036655760381
19	0.0238727487840147
20	0.0233628318584071
21	0.0232822110181348
22	0.0228548937286801
23	0.0205992034298181
24	0.0202992017761802
25	0.0205826057316657
