# table produced by mapDamage version 2.2.3
# using mapped file /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/mapDamage2_dsLibs/input/CDM019.A0101.SG1.1_5M.mapped_f_sp001717545_q25l30_rmdup.bam and /mnt/archgen/microbiome_calculus/library_ds_vs_ss/04-analysis/normalize_kraken/mapping/flexilinea_sp001717545/input/GCA_001717545.1_ASM171754v1_genomic.fna as reference file
# Std: strand of reads
Std	Length	Occurences 
+	47	714
+	127	277
+	99	471
+	76	8298
+	128	239
+	129	272
+	73	1063
+	133	222
+	74	873
+	108	384
+	111	348
+	40	612
+	58	780
+	102	437
+	38	661
+	64	744
+	31	380
+	85	533
+	43	668
+	130	236
+	55	748
+	52	721
+	90	531
+	69	687
+	96	510
+	50	784
+	32	411
+	67	768
+	61	711
+	94	543
+	70	632
+	71	720
+	97	486
+	57	756
+	41	660
+	49	726
+	56	700
+	119	351
+	66	746
+	60	732
+	36	547
+	81	599
+	92	508
+	84	556
+	105	402
+	75	2132
+	83	535
+	118	309
+	51	722
+	88	571
+	95	516
+	33	452
+	39	639
+	35	512
+	54	705
+	65	716
+	30	326
+	53	780
+	46	734
+	115	347
+	101	431
+	116	307
+	114	335
+	45	718
+	86	547
+	68	710
+	82	594
+	42	690
+	59	729
+	112	370
+	89	519
+	63	725
+	93	518
+	121	300
+	91	528
+	77	678
+	48	725
+	117	331
+	138	196
+	98	480
+	141	141
+	62	673
+	103	414
+	140	139
+	123	289
+	100	489
+	104	390
+	122	287
+	125	250
+	110	359
+	44	732
+	72	847
+	135	177
+	37	599
+	126	263
+	107	384
+	106	387
+	80	577
+	87	551
+	131	213
+	139	178
+	124	270
+	120	318
+	134	198
+	34	467
+	79	606
+	78	622
+	109	385
+	136	198
+	137	186
+	132	243
+	113	330
+	144	1
+	142	1
-	61	734
-	74	885
-	126	254
-	69	747
-	54	714
-	41	600
-	33	454
-	83	588
-	57	753
-	47	722
-	72	835
-	67	728
-	98	439
-	110	355
-	48	768
-	124	272
-	99	444
-	125	269
-	96	483
-	76	8152
-	119	298
-	71	749
-	112	374
-	134	221
-	127	231
-	104	399
-	102	457
-	63	761
-	105	348
-	103	418
-	66	756
-	86	548
-	49	746
-	91	534
-	75	2119
-	64	714
-	133	222
-	120	301
-	128	237
-	115	336
-	35	494
-	85	551
-	82	614
-	116	317
-	45	764
-	31	365
-	138	185
-	92	507
-	84	542
-	40	624
-	53	744
-	38	627
-	73	1044
-	123	305
-	79	634
-	109	368
-	42	714
-	65	749
-	94	505
-	30	315
-	44	679
-	117	310
-	43	677
-	129	240
-	93	516
-	121	304
-	32	403
-	139	172
-	68	704
-	46	717
-	62	650
-	78	666
-	113	344
-	88	593
-	58	731
-	100	464
-	36	525
-	60	762
-	81	560
-	137	186
-	52	750
-	89	523
-	55	714
-	70	727
-	37	572
-	90	539
-	39	574
-	51	711
-	80	602
-	59	751
-	97	480
-	106	404
-	50	741
-	122	273
-	56	744
-	34	462
-	95	472
-	141	146
-	101	418
-	77	616
-	114	347
-	136	210
-	140	139
-	118	320
-	111	365
-	87	555
-	108	385
-	107	385
-	132	203
-	130	246
-	131	211
-	135	192
