pos	3pG>A
1	0.105708245243129
2	0.088302752293578
3	0.0545876887340302
4	0.0428100987925357
5	0.0349099099099099
6	0.0330188679245283
7	0.033003300330033
8	0.0293501048218029
9	0.0298826040554963
10	0.025974025974026
11	0.0203389830508475
12	0.019501625135428
13	0.0157657657657658
14	0.0241206030150754
15	0.0303347280334728
16	0.0238095238095238
17	0.0231578947368421
18	0.0325581395348837
19	0.0240174672489083
20	0.0220661985957874
21	0.0201484623541888
22	0.0161812297734628
23	0.0240700218818381
24	0.0253303964757709
25	0.0203862660944206
