pos	5pC>T
1	0.114571746384872
2	0.0847255369928401
3	0.0420819490586932
4	0.0498261877172654
5	0.0458100558659218
6	0.0448430493273543
7	0.0334872979214781
8	0.0256124721603563
9	0.0289079229122056
10	0.0258717660292463
11	0.038662486938349
12	0.030010718113612
13	0.0232558139534884
14	0.027807486631016
15	0.0278372591006424
16	0.0297619047619048
17	0.0250521920668058
18	0.0193756727664155
19	0.0171037628278221
20	0.0226337448559671
21	0.0176017601760176
22	0.0235849056603774
23	0.0245202558635394
24	0.0245989304812834
25	0.0189944134078212
