"","Position","C.T","G.A"
"1",1,0.969616630899783,0.834252614532496
"2",2,0.95704621970601,0.819426730557679
"3",3,0.941024476212792,0.80148694207328
"4",4,0.920731529672763,0.790609272538813
"5",5,0.895413218162681,0.788271107389812
"6",6,0.87062478727532,0.776241010179354
"7",7,0.8479022329838,0.76284469374294
"8",8,0.830523984445045,0.746239754112936
"9",9,0.820212327037743,0.725089773066799
"10",10,0.812297946221829,0.708777418154477
"11",11,0.808066335733869,0.692599692570242
"12",12,0.807343157898137,0.67434229315902
"13",-12,0.569043067033737,0.827912454545847
"14",-11,0.625410960279926,0.823924775830002
"15",-10,0.654217773167637,0.826393582540215
"16",-9,0.669262705426192,0.835046742386047
"17",-8,0.675707899518332,0.849198561538013
"18",-7,0.693625004433415,0.864481976338168
"19",-6,0.736247141954513,0.878514627941332
"20",-5,0.778359203847978,0.895266282802665
"21",-4,0.793625988805237,0.918033812160306
"22",-3,0.793045357641903,0.939840620947806
"23",-2,0.785386015147211,0.957138563148243
"24",-1,0.752206089668597,0.970261088127179
