pos	5pC>T
1	0.411570247933884
2	0.200698080279232
3	0.104895104895105
4	0.11913357400722
5	0.111111111111111
6	0.097770154373928
7	0.0756013745704467
8	0.0588235294117647
9	0.0754716981132075
10	0.0589285714285714
11	0.0642722117202268
12	0.0615640599001664
13	0.0635451505016722
14	0.0817843866171004
15	0.0632688927943761
16	0.0632688927943761
17	0.0808823529411765
18	0.052536231884058
19	0.0601374570446735
20	0.0665467625899281
21	0.0537261698440208
22	0.0755711775043937
23	0.0928853754940712
24	0.0571955719557196
25	0.0752688172043011
