pos	3pG>A
1	0.0382978723404255
2	0.0577933450087566
3	0.049469964664311
4	0.0562015503875969
5	0.0307414104882459
6	0.0456140350877193
7	0.0516898608349901
8	0.0272108843537415
9	0.0437062937062937
10	0.0223880597014925
11	0.037243947858473
12	0.0380434782608696
13	0.0532319391634981
14	0.0320284697508897
15	0.0406779661016949
16	0.0539033457249071
17	0.0376068376068376
18	0.0475319926873857
19	0.0607287449392713
20	0.0228571428571429
21	0.0581196581196581
22	0.0534653465346535
23	0.034608378870674
24	0.0423728813559322
25	0.0454545454545455
