pos	5pC>T
1	0.245841035120148
2	0.1280276816609
3	0.0445269016697588
4	0.0836575875486381
5	0.0646766169154229
6	0.0639097744360902
7	0.0442930153321976
8	0.045045045045045
9	0.0524271844660194
10	0.0433996383363472
11	0.0413223140495868
12	0.0549450549450549
13	0.0522388059701493
14	0.0540540540540541
15	0.0278810408921933
16	0.0487804878048781
17	0.0363321799307958
18	0.0394736842105263
19	0.0280373831775701
20	0.0411663807890223
21	0.0454545454545455
22	0.0458167330677291
23	0.0437956204379562
24	0.0422794117647059
25	0.0436507936507936
